source_row,tweet,tweet_label,subjects,subjects_scored,keyword,label_norm,keyword_cat,stance,stance_reason,Unnamed: 10
2932070,"""Invented names will not alter reality"": India rejects China's attempt to rename places in Arunachal Pradesh

Read @ANI Story | https://t.co/AVmckxTVfN
#India #China #ArunachalPradesh https://t.co/5tOfTgYTht",Pro Ruling,"['pradesh', 'china', 'rename']","[{'text': 'pradesh', 'score': 0.4891}, {'text': 'china', 'score': 0.4289}, {'text': 'rename', 'score': 0.3813}]",china,Pro Ruling,china,Nuetral,no stance taken on china. only news delivered. ,
2924845,"There has been a shift in perceptions of India among institutional investors!

From being least favoured among the BRIC nations in 2013, India is now considered the best investment alternative to China, in terms of economic opprtunities.

#TheModiWay is clearly working! https://t.co/EIfJVYsIiu",Pro Ruling,"['investment', 'india', 'china']","[{'text': 'investment', 'score': 0.466}, {'text': 'india', 'score': 0.4609}, {'text': 'china', 'score': 0.3615}]",china,Pro Ruling,china,For ,china shown as a comparable economic power.,
2539378,"Defence Ministry clears Indian Army's Rs 4,000 crore proposal for surveillance satellite to keep eye on China, Pak border

Read @ANI Story | https://t.co/Kv6ieXiXnT https://t.co/o3GkBYBJ0f",Pro Ruling,"['satellite', 'china', 'indian']","[{'text': 'satellite', 'score': 0.4301}, {'text': 'china', 'score': 0.3769}, {'text': 'indian', 'score': 0.2369}]",china,Pro Ruling,china,Nuetral,no stance taken on china. only news delivered. ,
1810025,"A rattled #China sends an angry letter to Indian MP @SujeetKOfficial, after he participated in the founding ceremony of a Taiwan forum. Beijing says the BJD leader's attendance is contrary to the one-China principle. @alysonle speaks with @sidhant for more perspective https://t.co/DBa9RHVEnl",Pro Ruling,"['china', 'sends', 'leader']","[{'text': 'china', 'score': 0.5917}, {'text': 'sends', 'score': 0.3449}, {'text': 'leader', 'score': 0.2772}]",china,Pro Ruling,china,Nuetral,no stance taken on china. only news delivered. ,
260367,"India's Offensive Defense Against China And Its Ecosystem. 

My Detailed Article on The Daily Guardian News Paper in Today's Edition. Please Read &amp; Share. https://t.co/mQ8zumygGV",Pro Ruling,"['china', 'india', 'defense']","[{'text': 'china', 'score': 0.5589}, {'text': 'india', 'score': 0.4426}, {'text': 'defense', 'score': 0.3348}]",china,Pro Ruling,china,Nuetral,no stance taken on china. only news delivered. ,
1040797,"Journalists were praising China for vaccinating 1.4 Cr ppl daily. 🤣Turns out there are more than 50 side effects for that vaccine and it's failing everywhere.

A country who's death no's are same since last year and case no's too gets away with everything. All thanks to $$$",Pro Ruling,"['vaccine', 'china', 'journalists']","[{'text': 'vaccine', 'score': 0.4997}, {'text': 'china', 'score': 0.3835}, {'text': 'journalists', 'score': 0.2787}]",china,Pro Ruling,china,Against ,says chinese vaccine has multiple side effects causing deaths that people ignore. ,
161630,"As India &amp; US discuss situation in the region, Chinese ambassador @China_Amb_India suddenly talks about not letting differences turn into disputes. Why did China then bring 2 Divisions to #LAC &amp; face off at #Galwan or occupy land b/w Finger 4 &amp; 8 at #PangongTso? China no friend https://t.co/6ej7QrK1nd",Pro Ruling,"['china', 'ambassador', 'differences']","[{'text': 'china', 'score': 0.6548}, {'text': 'ambassador', 'score': 0.2813}, {'text': 'differences', 'score': 0.253}]",china,Pro Ruling,china,Against ,calling on China's double standards during discussion. ,
1489991,"Just in: British govt says, ""Agricultural reform is India's domestic policy issue"", supports India-China talks. Reporting.
https://t.co/r4ZbxekvBo",Pro Ruling,"['india', 'reform', 'china']","[{'text': 'india', 'score': 0.4568}, {'text': 'reform', 'score': 0.4218}, {'text': 'china', 'score': 0.3407}]",china,Pro Ruling,china,Nuetral,no stance taken on china. only news delivered. ,
1310388,"A claim is being made on social media that the Chinese FDI into India has increased from $2.8 bn in 2017 to $4.14 bn in 2019.

#PIBFactCheck: This data is #Fake and #Incorrect. The FDI inflow from China has declined from $0.350 bn in 2017 to $0.163 bn in 2019. https://t.co/I3WrjxBxmH",Pro Ruling,"['china', 'increased', 'india']","[{'text': 'china', 'score': 0.4481}, {'text': 'increased', 'score': 0.2976}, {'text': 'india', 'score': 0.2949}]",china,Pro Ruling,china,Nuetral,no stance taken on china. only news delivered. ,
1005651,A leaked report published in the Australian press indicates China’s PLA was working on using corona virus as a bilological weapon for years.  https://t.co/61UTM2WQys,Pro Ruling,"['virus', 'china', 'corona']","[{'text': 'virus', 'score': 0.4831}, {'text': 'china', 'score': 0.4177}, {'text': 'corona', 'score': 0.1022}]",china,Pro Ruling,china,Against ,accuses china of creating covid as a biological weapon. ,
2113949,The diff btwn Indian Lefties n those in China 😅👇🏻😁😁 https://t.co/pTJVcQaxP9,Pro Ruling,"['china', 'indian', 'lefties']","[{'text': 'china', 'score': 0.6463}, {'text': 'indian', 'score': 0.5587}, {'text': 'lefties', 'score': 0.2055}]",china,Pro Ruling,china,,difference between the left in india and china. ,UNSURE. No context given. 
93190,"EXCLUSIVE: Clear evidence of China looking to open fresh front in north Ladakh's DBO-Depsang sector. Movements and build-up noticed on Chinese side this month. Expecting this, the Indian Army has already mobilised big here. My report: https://t.co/ksXOcNFnJC https://t.co/loYtSx6brY",Pro Ruling,"['china', 'army', 'expecting']","[{'text': 'china', 'score': 0.54}, {'text': 'army', 'score': 0.2985}, {'text': 'expecting', 'score': 0.1668}]",china,Pro Ruling,china,Against ,reporting that china is trying to open a fresh front and that indian army has already mobolized. ,
2227769,To all those who are saying that China will take Taiwan next should remember one needs balls of Steel and madness like Vladimir Putin to occupy territory which President Xi Jinping doesn't have. So one should hold their imagination oragasm.,Pro Ruling,"['china', 'should', 'steel']","[{'text': 'china', 'score': 0.5447}, {'text': 'should', 'score': 0.1939}, {'text': 'steel', 'score': 0.123}]",china,Pro Ruling,china,Against ,"says china doesnt have ""balls of steel"". ",
951585,"Anonymous blogger ‘Program Think’, known for exposing the corruption of CCP members, goes missing in China: Here is what we know so far

https://t.co/nGY2GspqEk",Pro Ruling,"['corruption', 'china', 'blogger']","[{'text': 'corruption', 'score': 0.4358}, {'text': 'china', 'score': 0.4055}, {'text': 'blogger', 'score': 0.3055}]",china,Pro Ruling,china,Against ,shows china trying to curtail voices of dissent. ,
427730,"Indian Army officer and two soldiers killed in Ladakh's Galwan Valley on Monday night during ""violent face off"" with the Chinese Army.
This is a terrible news. I don’t remember any casualty between India&amp;China after 1967. #GalwanValley",Pro Ruling,"['china', 'killed', 'army']","[{'text': 'china', 'score': 0.4299}, {'text': 'killed', 'score': 0.3696}, {'text': 'army', 'score': 0.2365}]",china,Pro Ruling,china,Against ,casualties caused in indian army due to face off with china. ,
1090417,Congress. China. Chaos. Confusion. Clowns! https://t.co/UefUuIPenj,Pro Ruling,"['china', 'chaos', 'clowns']","[{'text': 'china', 'score': 0.5511}, {'text': 'chaos', 'score': 0.4678}, {'text': 'clowns', 'score': 0.4414}]",china,Pro Ruling,china,Against ,puts china and clowns and chaos in same category. ,
290333,"Liberals are the same in USA &amp; India. In India they have hatred for Modi &amp; India but love for China. In the USA they have hatred for Trump &amp; America but defend China. They have an anti-India &amp; anti-American agenda. We must Expose their pro-China, Pro-Pakistan, Socialism agenda !",Pro Ruling,"['liberals', 'india', 'china']","[{'text': 'liberals', 'score': 0.6086}, {'text': 'india', 'score': 0.3479}, {'text': 'china', 'score': 0.3155}]",china,Pro Ruling,china,Against ,subtle hint that being pro-china is bad and needs exposing. ,
1965187,"Joe Biden's Deputy NSA Daleep Singh’s remarks that, “if China breaches LAC, Russia wouldn't come running to India's defence”, is ill-founded and hypocritical. China has breached the LAC several times in last two years but Biden has never opened his mouth against China.",Pro Ruling,"['china', 'hypocritical', 'breached']","[{'text': 'china', 'score': 0.4847}, {'text': 'hypocritical', 'score': 0.3163}, {'text': 'breached', 'score': 0.1677}]",china,Pro Ruling,china,Against ,shows china as not sticking to its word and violating boundaries often. ,
373437,"Clearer and clearer that the June 15 bloodbath in Galwan was not spontaneous, but was 100% Chinese premeditated. Spontaneous clashes between India-China troops have never resulted in death or even serious injury, for instance this most recent one from late May in Pangong: https://t.co/0xR1HzEc74",Pro Ruling,"['china', 'bloodbath', 'troops']","[{'text': 'china', 'score': 0.4016}, {'text': 'bloodbath', 'score': 0.3887}, {'text': 'troops', 'score': 0.2583}]",china,Pro Ruling,china,Against ,shows how china purposely caused a bloodbath. ,
1012071,"China exposed. Thanks to @palkisu for such brilliant reporting. China loss , India gain. 

Part 2 https://t.co/Bhwc56ukog",Pro Ruling,"['china', 'india', 'loss']","[{'text': 'china', 'score': 0.6218}, {'text': 'india', 'score': 0.4141}, {'text': 'loss', 'score': 0.3148}]",china,Pro Ruling,china,Against ,"pride that news exposed china. shows that china suffered a ""loss"" and thus india suffered a ""gain"". ",
98429,"Kanwal Sibal: ""China's role in unleashing 2 pandemics in a generation needs highlighting. Pressure must be put on China for making its political system more transparent and ending some unhealthy habits of its society, given the country's massive role in the international system""",Pro Ruling,"['china', 'pandemics', 'role']","[{'text': 'china', 'score': 0.579}, {'text': 'pandemics', 'score': 0.5294}, {'text': 'role', 'score': 0.2096}]",china,Pro Ruling,china,Against ,accuses china of unleashing 2 pandemics onto the world. ,
432851,"If United Kingdom regulatory body can fine @republic £20000 for calling Pakistan a Terror State, Why can't UK @10DowningStreet fine China £2Trillion for leasing out #ChineseVirus on the world?

Scare of China or just plain hatred for India?",Pro Ruling,"['china', 'scare', '10downingstreet']","[{'text': 'china', 'score': 0.3867}, {'text': 'scare', 'score': 0.2276}, {'text': '10downingstreet', 'score': 0.0888}]",china,Pro Ruling,china,Against ,demands that china also be fined £2Trillion for the pandemic. ,
453795,"#IndiaFightsCorona While China immediately sealed #Wuhan, @RailMinIndia has started daily train services from hotspots to other parts of the country, despite statistics slapping on the country's face. For e.g. @PiyushGoyal should check daily bulletin of #Karnataka",Pro Ruling,"['railminindia', 'china', 'fights']","[{'text': 'railminindia', 'score': 0.5687}, {'text': 'china', 'score': 0.3736}, {'text': 'fights', 'score': 0.2291}]",china,Pro Ruling,china,Neutral ,no stance on china. ,
1935291,"Chinese video from #GalwanValley is from well inside Chinese side of LAC near their base camp. As usual filmed from angles designed to poke &amp; taunt, because propaganda is an instrument that China has employed, let's face it, very effectively. Expect much more.",Pro Ruling,"['china', 'filmed', 'taunt']","[{'text': 'china', 'score': 0.5887}, {'text': 'filmed', 'score': 0.4654}, {'text': 'taunt', 'score': 0.2857}]",china,Pro Ruling,china,Against ,says that chinese always try to poke and taunt India. ,
82523,"Boycott Chinese goods, teach China a bitter lesson for border intrusions

https://t.co/femiVIZE2K",Pro Ruling,"['china', 'boycott', 'lesson']","[{'text': 'china', 'score': 0.645}, {'text': 'boycott', 'score': 0.4625}, {'text': 'lesson', 'score': 0.1952}]",china,Pro Ruling,china,Against ,demanding the boycotting of chinese goods to teach them a bitter lesson. ,
173865,Bharat has not crossed in Chinese Territory. China occupied Ladakh is part of Bharat.,Pro Ruling,"['china', 'bharat', 'crossed']","[{'text': 'china', 'score': 0.4174}, {'text': 'bharat', 'score': 0.2853}, {'text': 'crossed', 'score': 0.1429}]",china,Pro Ruling,china,Against ,"shows how unlike china, india has never violated the LAC. ",
179765,This commie is funded by China and he is making fun of RSS chief quoting him of something he said out of context .. I miss Bhagat Singh kranti sena so much .. https://t.co/QzZsqfJp1o,Pro Ruling,"['china', 'quoting', 'rss']","[{'text': 'china', 'score': 0.5212}, {'text': 'quoting', 'score': 0.3474}, {'text': 'rss', 'score': 0.3457}]",china,Pro Ruling,china,Against ,"negative stance on ""commie"" who is accused of being supported by China for spreading bad ideas. ",
2796441,"“Any Minister's visit to #Arunachal Pradesh violates China's territorial sovereignty &amp; China firmly opposes it as it's China's territory”: Said डेढ़ फुटिया Chinese MEA.

Amit Shah's reply: Talk to my Toe!
(I'm trying to be decent 😁)

HM @AmitShah Ji has launched… https://t.co/8Ds14XZYmi",Pro Ruling,"['china', 'violates', 'toe']","[{'text': 'china', 'score': 0.6516}, {'text': 'violates', 'score': 0.242}, {'text': 'toe', 'score': 0.193}]",china,Pro Ruling,china,Against ,disregards china's claim on arunachal pradesh. ,
340963,"We have China Lovers in Media and Anti National NGOs that want to divide India : Justice Kirubakaran, Madras HC  
https://t.co/AqzLPn3EeP",Pro Ruling,"['china', 'media', 'kirubakaran']","[{'text': 'china', 'score': 0.5285}, {'text': 'media', 'score': 0.4191}, {'text': 'kirubakaran', 'score': 0.1939}]",china,Pro Ruling,china,Against ,equates anti nationals to china lovers. ,
1094460,"WHO experts had visited China to trace COVID-19 origins!

But now WHO experts claim there is 'no' evidence to prove that corona virus originated in China!

This statement is like Maino saying

""Congress party never did corruption""",Pro Ruling,"['china', 'virus', 'origins']","[{'text': 'china', 'score': 0.427}, {'text': 'virus', 'score': 0.4225}, {'text': 'origins', 'score': 0.2715}]",china,Pro Ruling,china,Against ,says that WHO is siding with China despite knowing that China caused the Covid-19 virus. ,
459862,"Whatever the Ordnance Factory Board’s grievances with the Govt’s move to corporatise it, the fact that it’s 80,000 strong union-led workforce is going on strike at a time the military is in a standoff with China is ENOUGH to kill its case permanently https://t.co/z7VSaFM8xx",Pro Ruling,"['strike', 'china', 'corporatise']","[{'text': 'strike', 'score': 0.5428}, {'text': 'china', 'score': 0.2672}, {'text': 'corporatise', 'score': 0.1644}]",china,Pro Ruling,china,Against ,shows china as an enemy that the millitary is locked in a standoff with. ,
137146,"While China is using its traditional medicine along with modern medicine to address the Coronavirus, the left in India is opposing those who say that Yoga and Ayurvedic practices can be helpful.  Many people in the US are also using natural therapies  as an aid.",Pro Ruling,"['ayurvedic', 'coronavirus', 'china']","[{'text': 'ayurvedic', 'score': 0.4801}, {'text': 'coronavirus', 'score': 0.4647}, {'text': 'china', 'score': 0.2577}]",china,Pro Ruling,china,For ,shows that china's use of traditional medicine along with modern medicine can be followed by India. ,
163669,#China should be made accountable and should be alienated until they mend ways back to Humanity. https://t.co/sGb0fgY9ku,Pro Ruling,"['china', 'accountable', 'alienated']","[{'text': 'china', 'score': 0.5042}, {'text': 'accountable', 'score': 0.331}, {'text': 'alienated', 'score': 0.1678}]",china,Pro Ruling,china,Against ,demands that china be held accountable for the pandemic and also be alienated in the process. ,
1757064,"The Adani Group Bought A Strategic Port In Sri Lanka. Adani Is Doing A Great National Service By Giving A Direct Competition To China

https://t.co/gsq1M2y4nC",Pro Ruling,"['china', 'port', 'bought']","[{'text': 'china', 'score': 0.4739}, {'text': 'port', 'score': 0.4404}, {'text': 'bought', 'score': 0.2353}]",china,Pro Ruling,china,Against ,supports Adani in giving competition to china. ,
2848499,"ISI wants BJP to lose
China wants BJP to lose
George Soros wants BJP to lose
Deep State wants BJP to lose
Turkey wants the BJP to lose.
ISIS is waiting for the BJP to lose
Naxalites are waiting for the BJP to lose.
Rohingyas are eagerly waiting for the BJP to lose

Sleeper cells… https://t.co/Q8xaG2u8OY",Pro Ruling,"['isis', 'china', 'waiting']","[{'text': 'isis', 'score': 0.3973}, {'text': 'china', 'score': 0.2963}, {'text': 'waiting', 'score': 0.2647}]",china,Pro Ruling,china,Against ,"indirectly clubs china in the same category as ISI, ISIS and naxalites. ",
2762027,S Jaishankar : “I’m ready to listen to Rahul Gandhi if he has superior knowledge &amp; wisdom on China.” https://t.co/0E2707ZtsN,Pro Ruling,"['china', 'jaishankar', 'wisdom']","[{'text': 'china', 'score': 0.435}, {'text': 'jaishankar', 'score': 0.4334}, {'text': 'wisdom', 'score': 0.2913}]",china,Pro Ruling,china,neutral ,no stance on china. ,
252579,"1/n #SadarPranam @kavita_krishnan to Ishvara within u &amp; to other China Employees. @SrBachchan is absolutely correct &amp; not a ""Racist"". 

In this thread, I explain how #China has unleashed the #Covid is  &amp; what role @DrTedros has played.

Read the whole of History.👇 https://t.co/yj79n5mHkl https://t.co/3OpSxKUruO",Pro Ruling,"['china', 'kavita_krishnan', 'employees']","[{'text': 'china', 'score': 0.5673}, {'text': 'kavita_krishnan', 'score': 0.3407}, {'text': 'employees', 'score': 0.2781}]",china,Pro Ruling,china,Against ,"accuses china of ""unleashing"" the covid-19 virus. ",
2178691,"#Gravitas | In China, a major financial crisis is unfolding.
Chinese citizens in 86 cities are boycotting mortgage payments towards their homes.
Chinese censors are erasing documents about this boycott.
@palkisu tells you why https://t.co/7zBG9lX5mF",Pro Ruling,"['china', 'boycotting', 'mortgage']","[{'text': 'china', 'score': 0.5508}, {'text': 'boycotting', 'score': 0.3974}, {'text': 'mortgage', 'score': 0.3892}]",china,Pro Ruling,china,Neutral ,not taking a stance on china but delivering news on the financial crisis unfolding. ,
2255364,"BIG- Rajiv Gandhi Foundation’s FCRA license cancelled. Gandhi family’s other two NGOs are also under ED scanner for foreign funding violation. 

Note that between 2005-2009, China as “partner donor”, granted $300K to Gandhi’s NGO.

1/ https://t.co/xRGyq5iKR2",Pro Ruling,"['funding', 'china', 'scanner']","[{'text': 'funding', 'score': 0.4512}, {'text': 'china', 'score': 0.3523}, {'text': 'scanner', 'score': 0.0936}]",china,Pro Ruling,china,Against ,"Rajiv Gandhi's foundation said to have china as ""partner donor"" leading to cancellation of its license. ",
2230335,"Long Thread:

US calls Bharat ‘Ally’ in National Security Strategy, terms China ‘competitor' &amp; Russia ‘threat’!

2022 National Security Strategy was released by Biden Govt in effort to ‘outmaneuver’ its ‘Geopolitical Competitors’.

Question is how much can Bharat trust US?

1/31",Pro Ruling,"['threat', 'trust', 'china']","[{'text': 'threat', 'score': 0.4175}, {'text': 'trust', 'score': 0.3436}, {'text': 'china', 'score': 0.3367}]",china,Pro Ruling,china,Neutral ,no stance on china taken. ,
1478802,"Rahul Gandhi is now a LAC Expert  ..... Doing a Press Conference on Indo-China agreement. 

Note : What about 43000 https://t.co/809WvmDXnA we gave to them under Congress Rule after 1962 ??",Pro Ruling,"['china', 'congress', '43000']","[{'text': 'china', 'score': 0.4337}, {'text': 'congress', 'score': 0.3699}, {'text': '43000', 'score': 0.2694}]",china,Pro Ruling,china,Neutral ,no stance on china taken. ,
2867476,"Big win for India under PM @narendramodi's @BJP4India Govt.

Despite China blocking the attempt last year, Abdul Makki is named as a Global terrorist by UNSC.

He is brother in law of LeT chief Hafeez Saeed.

अब हम आंख मिला कर ही बात करते हैं 💪 https://t.co/9qC47N1Ndp",Pro Ruling,"['terrorist', 'india', 'china']","[{'text': 'terrorist', 'score': 0.5183}, {'text': 'india', 'score': 0.3916}, {'text': 'china', 'score': 0.318}]",china,Pro Ruling,china,Against ,shows china supports terrorists ,
366202,"Amazing. #TaiwanNationalDay trending at the top in India. If China continues to be a pathological bully, it will lose every friend and ally. https://t.co/QxV0aDeVgl",Pro Ruling,"['china', 'bully', 'india']","[{'text': 'china', 'score': 0.5879}, {'text': 'bully', 'score': 0.2827}, {'text': 'india', 'score': 0.2824}]",china,Pro Ruling,china,Against ,calls china a pathological bully.,
2033000,"16th round of India-China Corps Commander level talks commences at Chushul

Read @ANI Story | https://t.co/kqi4amhQ36

#India #China #IndianArmy https://t.co/PWzdbaMclI",Pro Ruling,"['china', 'india', 'army']","[{'text': 'china', 'score': 0.4781}, {'text': 'india', 'score': 0.3663}, {'text': 'army', 'score': 0.2801}]",china,Pro Ruling,china,Neutral ,no stance taken ,
2337299,"🔸Saudi Crown Prince Mohammed bin Salman refuses call from President Biden.
🔸Saudi agrees to accept Yuvan from China for Oil Supplies.
🔸Biden wants to complete Iran Deal at earliest.

Yesterday,Iran backed Yemen’s Houthi rebels attacked oil depot in Saudi's Jiddah.

Chronology!",Pro Ruling,"['saudi', 'china', 'president']","[{'text': 'saudi', 'score': 0.5971}, {'text': 'china', 'score': 0.2508}, {'text': 'president', 'score': 0.1665}]",china,Pro Ruling,china,neutral ,no stance taken ,
1197727,"At least 10 mysterious, high-intensity blasts have struck China in last 7 days.

Rumours of Many Casualties and Fatalities",Pro Ruling,"['china', 'blasts', 'rumours']","[{'text': 'china', 'score': 0.5466}, {'text': 'blasts', 'score': 0.5465}, {'text': 'rumours', 'score': 0.2588}]",china,Pro Ruling,china,neutral ,no stance taken ,
2617378,#LaalSinghChaddha may break box-office records of Dangal in China. https://t.co/xHXfHwllxt,Pro Ruling,"['china', 'records', 'break']","[{'text': 'china', 'score': 0.4021}, {'text': 'records', 'score': 0.317}, {'text': 'break', 'score': 0.1857}]",china,Pro Ruling,china,neutral ,no stance taken ,
1298581,I am still curious to know @China_Amb_India @SpokespersonCHN on the reasons why our news portal GoaChronicle is banned in China. We were only doing our job asking questions of the Chinese government. In fact I want to come there to investigate the truth. Why this discrimination?,Pro Ruling,"['china_amb_india', 'banned', 'investigate']","[{'text': 'china_amb_india', 'score': 0.6692}, {'text': 'banned', 'score': 0.3221}, {'text': 'investigate', 'score': 0.1694}]",china,Pro Ruling,china,Against ,shows china's control on media and the truth. ,
601844,"I hope Pakistanis will welcome this US law that seeks to punish China for violating human rights of Uighur Muslims and indulging in genocide. 

Islamic Republic of Pakistan believes that it is the leader of the Islamic World. Now is the time to prove it.

https://t.co/c1Gk8Fqexi",Pro Ruling,"['pakistan', 'punish', 'china']","[{'text': 'pakistan', 'score': 0.4806}, {'text': 'punish', 'score': 0.3599}, {'text': 'china', 'score': 0.3047}]",china,Pro Ruling,china,Against ,accuses china of violating human rights and conducting genocide against uigher muslims. ,
19968,"In the last 25 years, China's average GDP growth rate was 8.6% and India's average GDP growth rate was 4.5%.",Pro OPP,"['growth', 'china', 'india']","[{'text': 'growth', 'score': 0.4601}, {'text': 'china', 'score': 0.4235}, {'text': 'india', 'score': 0.1967}]",china,Pro Opp,china,For ,shows china as a rapidly growing economy. much higher gdp growth rate than india. ,
1173647,"#JawaharlalNehru a shining beacon of India’s freedom movement &amp; our glorious victory as a republic. The very people who vilify him on China missteps, have cowardly capitulated today. He will forever be India’s #ChachaNehru irreplaceable as our “Orchestrator Of The Impossible” 🇮🇳 https://t.co/ojpYVtSsaA",Pro OPP,"['jawaharlal', 'china', 'irreplaceable']","[{'text': 'jawaharlal', 'score': 0.4788}, {'text': 'china', 'score': 0.4276}, {'text': 'irreplaceable', 'score': 0.1502}]",china,Pro Opp,china,neutral ,no stance on china taken. ,
577160,"#TrendingTonight | While the BJP has slammed Congress leaders for raising questions on the killing of 20 soldiers in #Ladakh, analysis of press releases issued by BJP during 2007, 2009 and 2013 shows that it had issued multiple statements on China, cautioning the then government. https://t.co/7oFbZsNM9u",Pro OPP,"['china', 'cautioning', 'soldiers']","[{'text': 'china', 'score': 0.5321}, {'text': 'cautioning', 'score': 0.2707}, {'text': 'soldiers', 'score': 0.1588}]",china,Pro Opp,china,neutral ,no stance on china taken. ,
376333,China to begin work on rail section close to India’s border https://t.co/VXOabef85q,Pro OPP,"['china', 'rail', 'india']","[{'text': 'china', 'score': 0.5317}, {'text': 'rail', 'score': 0.4078}, {'text': 'india', 'score': 0.1501}]",china,Pro Opp,china,Against ,subtle hint that china inching closers to india's borders. ,
2911633,@ShashiTharoor @INCIndia It is shocking to hear from the External Affairs Minister that China is too rich to stand up to. https://t.co/akLYWd4F6N,Pro OPP,"['rich', 'china', 'hear']","[{'text': 'rich', 'score': 0.547}, {'text': 'china', 'score': 0.4889}, {'text': 'hear', 'score': -0.0245}]",china,Pro Opp,china,Against ,"shows china as a force that needs ""standing up to"".",
1575359,"Rhetoric: Modi is a strong leader.

Reality : Modi is a coward. He did nothing on China intrusion. To save his image he lied to nation about intrusion.  

Remember telling lies on the matters of border intrusions amounts to treachery which he committed.",Pro OPP,"['leader', 'china', 'lied']","[{'text': 'leader', 'score': 0.4878}, {'text': 'china', 'score': 0.3919}, {'text': 'lied', 'score': 0.2314}]",china,Pro Opp,china,Against ,shows china as intrusive towards india's borders.,
